age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job1,marital1,education1,housing1,loan1,contact1,month1,day_of_week1,poutcome1
35,ADMIN,MARRIED,HIGH.SCHOOL,UNKNOWN,YES,YES,TELEPHONE,MAY,TUE,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,0,1,3,2,2,1,6,3,1
33,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,APR,THU,2.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.435,5099.1,True,9,2,6,2,0,0,0,2,1
27,UNEMPLOYED,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,TELEPHONE,JUL,TUE,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,True,10,2,6,0,0,1,3,3,1
32,BLUECOLLAR,MARRIED,BASIC.9Y,UNKNOWN,NO,NO,CELLULAR,JUL,THU,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,1,1,2,0,0,0,3,2,1
45,BLUECOLLAR,MARRIED,BASIC.9Y,UNKNOWN,NO,NO,TELEPHONE,JUN,THU,16.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,True,1,1,2,0,0,1,4,2,1
36,BLUECOLLAR,MARRIED,BASIC.9Y,UNKNOWN,YES,NO,TELEPHONE,MAY,THU,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,True,1,1,2,2,0,1,6,2,1
41,SERVICES,SINGLE,UNKNOWN,NO,YES,NO,CELLULAR,MAY,THU,3.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.327,5099.1,True,7,2,7,2,0,0,6,2,1
40,BLUECOLLAR,MARRIED,UNKNOWN,NO,NO,NO,TELEPHONE,MAY,TUE,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,1,1,7,0,0,1,6,3,1
42,MANAGEMENT,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,NOV,MON,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.191,5195.8,True,4,1,6,0,0,0,7,1,1
31,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,AUG,WED,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,True,0,2,6,2,0,0,1,4,1
32,BLUECOLLAR,DIVORCED,BASIC.9Y,NO,NO,NO,TELEPHONE,MAY,MON,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,True,1,0,2,0,0,1,6,1,1
32,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,AUG,WED,4.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,True,9,1,5,0,0,0,1,4,1
27,BLUECOLLAR,MARRIED,HIGH.SCHOOL,NO,NO,NO,CELLULAR,MAY,THU,5.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.266,5099.1,True,1,1,3,0,0,0,6,2,0
35,BLUECOLLAR,MARRIED,BASIC.4Y,NO,NO,NO,TELEPHONE,JUN,THU,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.8660000000000005,5228.1,True,1,1,0,0,0,1,4,2,1
41,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,YES,TELEPHONE,MAY,MON,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,0,1,6,2,2,1,6,1,1
45,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,NO,YES,CELLULAR,JUL,THU,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.968,5228.1,True,0,1,6,0,2,0,3,2,1
45,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,JUL,TUE,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,True,0,1,6,0,0,0,3,3,1
44,ADMIN,MARRIED,HIGH.SCHOOL,UNKNOWN,NO,NO,CELLULAR,AUG,FRI,4.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.966,5228.1,True,0,1,3,0,0,0,1,0,1
51,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,AUG,WED,9.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.967,5228.1,True,9,1,5,0,0,0,1,4,1
50,UNEMPLOYED,MARRIED,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,JUL,THU,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.968,5228.1,True,10,1,5,0,0,0,3,2,1
41,BLUECOLLAR,MARRIED,BASIC.4Y,NO,NO,NO,CELLULAR,NOV,THU,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,True,1,1,0,0,0,0,7,2,1
29,ADMIN,MARRIED,BASIC.9Y,NO,YES,NO,TELEPHONE,JUN,THU,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,True,0,1,2,2,0,1,4,2,1
44,MANAGEMENT,MARRIED,BASIC.9Y,NO,NO,NO,CELLULAR,MAY,TUE,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.291,5099.1,True,4,1,2,0,0,0,6,3,1
30,BLUECOLLAR,MARRIED,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,MAY,FRI,4.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.25,5099.1,True,1,1,5,0,0,0,6,0,0
39,HOUSEMAID,MARRIED,BASIC.4Y,NO,YES,YES,CELLULAR,AUG,FRI,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,True,3,1,0,2,2,0,1,0,1
39,MANAGEMENT,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,TELEPHONE,JUN,FRI,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.967,5228.1,True,4,1,6,2,0,1,4,0,1
50,BLUECOLLAR,MARRIED,BASIC.4Y,UNKNOWN,NO,NO,TELEPHONE,JUN,TUE,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,True,1,1,0,0,0,1,4,3,1
43,BLUECOLLAR,MARRIED,BASIC.9Y,NO,UNKNOWN,UNKNOWN,TELEPHONE,JUN,FRI,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.967,5228.1,True,1,1,2,1,1,1,4,0,1
36,BLUECOLLAR,MARRIED,UNKNOWN,NO,NO,NO,TELEPHONE,MAY,TUE,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.291,5099.1,True,1,1,7,0,0,1,6,3,1
80,RETIRED,DIVORCED,HIGH.SCHOOL,NO,YES,NO,CELLULAR,OCT,THU,1.0,999,0,NONEXISTENT,-3.4,92.431,-26.9,0.722,5017.5,True,5,0,3,2,0,0,8,2,1
36,ADMIN,MARRIED,HIGH.SCHOOL,UNKNOWN,YES,NO,TELEPHONE,MAY,WED,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,0,1,3,2,0,1,6,4,1
29,BLUECOLLAR,MARRIED,BASIC.9Y,NO,YES,NO,CELLULAR,JUL,MON,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,1,1,2,2,0,0,3,1,1
48,BLUECOLLAR,MARRIED,BASIC.6Y,NO,YES,NO,CELLULAR,JUL,MON,5.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,True,1,1,1,2,0,0,3,1,1
51,ADMIN,MARRIED,HIGH.SCHOOL,NO,NO,NO,CELLULAR,MAY,TUE,4.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.291,5099.1,True,0,1,3,0,0,0,6,3,1
30,ADMIN,SINGLE,HIGH.SCHOOL,NO,NO,NO,CELLULAR,SEP,FRI,3.0,6,1,SUCCESS,-1.1,94.199,-37.5,0.883,4963.6,True,0,2,3,0,0,0,9,0,2
24,TECHNICIAN,SINGLE,PROFESSIONAL.COURSE,NO,UNKNOWN,UNKNOWN,CELLULAR,MAY,WED,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.27,5099.1,True,9,2,5,1,1,0,6,4,1
47,ADMIN,DIVORCED,HIGH.SCHOOL,NO,NO,NO,CELLULAR,AUG,TUE,6.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.966,5228.1,True,0,0,3,0,0,0,1,3,1
36,BLUECOLLAR,MARRIED,BASIC.9Y,NO,NO,NO,TELEPHONE,JUL,THU,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.966,5228.1,True,1,1,2,0,0,1,3,2,1
37,ADMIN,MARRIED,HIGH.SCHOOL,NO,YES,NO,TELEPHONE,MAY,WED,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,True,0,1,3,2,0,1,6,4,1
31,BLUECOLLAR,MARRIED,BASIC.9Y,NO,YES,NO,CELLULAR,MAY,MON,1.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,True,1,1,2,2,0,0,6,1,0
34,ENTREPRENEUR,MARRIED,UNIVERSITY.DEGREE,UNKNOWN,YES,NO,CELLULAR,AUG,MON,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,2,1,6,2,0,0,1,1,1
69,RETIRED,MARRIED,BASIC.4Y,NO,NO,NO,CELLULAR,SEP,MON,3.0,6,1,SUCCESS,-1.1,94.199,-37.5,0.879,4963.6,True,5,1,0,0,0,0,9,1,2
42,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,NOV,MON,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.191,5195.8,True,0,1,6,0,0,0,7,1,1
34,BLUECOLLAR,MARRIED,BASIC.6Y,UNKNOWN,NO,NO,CELLULAR,JUL,WED,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,1,1,1,0,0,0,3,4,1
48,BLUECOLLAR,MARRIED,BASIC.9Y,NO,YES,NO,CELLULAR,MAY,FRI,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.25,5099.1,True,1,1,2,2,0,0,6,0,1
41,BLUECOLLAR,MARRIED,BASIC.6Y,NO,YES,YES,TELEPHONE,MAY,TUE,4.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.291,5099.1,True,1,1,1,2,2,1,6,3,1
59,BLUECOLLAR,MARRIED,BASIC.4Y,UNKNOWN,NO,NO,CELLULAR,AUG,WED,4.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,1,1,0,0,0,0,1,4,1
50,ADMIN,MARRIED,HIGH.SCHOOL,NO,YES,NO,TELEPHONE,NOV,FRI,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.021,5195.8,True,0,1,3,2,0,1,7,0,1
36,ADMIN,MARRIED,HIGH.SCHOOL,NO,YES,YES,CELLULAR,MAY,MON,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,True,0,1,3,2,2,0,6,1,1
38,BLUECOLLAR,MARRIED,BASIC.9Y,NO,YES,NO,TELEPHONE,MAY,FRI,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,1,1,2,2,0,1,6,0,1
44,BLUECOLLAR,MARRIED,BASIC.9Y,UNKNOWN,NO,NO,TELEPHONE,MAY,MON,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,1,1,2,0,0,1,6,1,1
35,SERVICES,SINGLE,HIGH.SCHOOL,NO,NO,NO,TELEPHONE,MAY,WED,2.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.281,5099.1,True,7,2,3,0,0,1,6,4,1
30,ADMIN,DIVORCED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,AUG,FRI,9.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,True,0,0,6,2,0,0,1,0,1
32,ADMIN,MARRIED,HIGH.SCHOOL,NO,YES,NO,CELLULAR,JUL,THU,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.968,5228.1,True,0,1,3,2,0,0,3,2,1
53,MANAGEMENT,SINGLE,PROFESSIONAL.COURSE,UNKNOWN,NO,NO,CELLULAR,JUL,WED,5.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,4,2,5,0,0,0,3,4,1
36,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,MAR,MON,2.0,999,4,FAILURE,-1.8,93.369,-34.8,0.635,5008.7,True,0,2,6,2,0,0,5,1,0
61,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,YES,YES,CELLULAR,APR,THU,5.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.406,5099.1,True,0,1,6,2,2,0,0,2,1
51,SELFEMPLOYED,MARRIED,UNIVERSITY.DEGREE,NO,YES,YES,CELLULAR,NOV,THU,3.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,True,6,1,6,2,2,0,7,2,1
69,RETIRED,DIVORCED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,APR,TUE,2.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.423,5099.1,True,5,0,6,2,0,0,0,3,1
30,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,MAY,TUE,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.344,5099.1,True,9,2,6,2,0,0,6,3,1
33,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,UNKNOWN,UNKNOWN,CELLULAR,AUG,FRI,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,True,0,1,6,1,1,0,1,0,1
53,SERVICES,DIVORCED,BASIC.9Y,NO,NO,NO,CELLULAR,JUL,FRI,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,True,7,0,2,0,0,0,3,0,1
49,BLUECOLLAR,MARRIED,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,MAY,TUE,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.344,5099.1,True,1,1,5,0,0,0,6,3,1
35,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,YES,NO,CELLULAR,MAY,TUE,1.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.344,5099.1,True,9,1,5,2,0,0,6,3,0
40,SERVICES,MARRIED,HIGH.SCHOOL,UNKNOWN,YES,NO,TELEPHONE,MAY,MON,4.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,7,1,3,2,0,1,6,1,1
42,SERVICES,MARRIED,BASIC.9Y,NO,YES,NO,CELLULAR,MAY,WED,1.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.281,5099.1,True,7,1,2,2,0,0,6,4,0
41,SELFEMPLOYED,DIVORCED,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,NOV,TUE,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.1530000000000005,5195.8,True,6,0,6,0,0,0,7,3,1
31,BLUECOLLAR,MARRIED,BASIC.6Y,NO,NO,NO,CELLULAR,JUL,WED,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,1,1,1,0,0,0,3,4,1
40,MANAGEMENT,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,NOV,FRI,3.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.021,5195.8,True,4,1,6,0,0,0,7,0,1
53,MANAGEMENT,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,MAY,WED,2.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.281,5099.1,True,4,1,6,2,0,0,6,4,0
53,ENTREPRENEUR,DIVORCED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,JUL,WED,5.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,2,0,6,2,0,0,3,4,1
48,ENTREPRENEUR,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,APR,THU,3.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.365,5099.1,True,2,1,6,2,0,0,0,2,1
32,BLUECOLLAR,SINGLE,BASIC.9Y,UNKNOWN,NO,NO,CELLULAR,JUL,FRI,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,True,1,2,2,0,0,0,3,0,1
27,BLUECOLLAR,MARRIED,BASIC.9Y,UNKNOWN,YES,YES,CELLULAR,JUL,MON,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,True,1,1,2,2,2,0,3,1,1
51,HOUSEMAID,MARRIED,BASIC.4Y,UNKNOWN,YES,NO,CELLULAR,JUL,FRI,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,3,1,0,2,0,0,3,0,1
39,UNEMPLOYED,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,TELEPHONE,JUN,FRI,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.967,5228.1,True,10,1,6,0,0,1,4,0,1
28,STUDENT,SINGLE,BASIC.9Y,NO,YES,NO,CELLULAR,MAR,TUE,1.0,999,0,NONEXISTENT,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1,True,8,2,2,2,0,0,5,3,1
31,BLUECOLLAR,MARRIED,BASIC.4Y,NO,YES,NO,TELEPHONE,MAY,WED,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,True,1,1,0,2,0,1,6,4,1
58,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,SEP,THU,4.0,6,1,SUCCESS,-1.1,94.199,-37.5,0.878,4963.6,True,0,1,6,0,0,0,9,2,2
54,HOUSEMAID,DIVORCED,BASIC.4Y,NO,NO,NO,TELEPHONE,MAY,WED,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,True,3,0,0,0,0,1,6,4,1
45,ADMIN,DIVORCED,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,AUG,MON,5.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,0,0,6,2,0,0,1,1,1
36,BLUECOLLAR,MARRIED,BASIC.9Y,NO,YES,NO,CELLULAR,MAY,THU,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.327,5099.1,True,1,1,2,2,0,0,6,2,1
55,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,TELEPHONE,MAY,MON,14.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,True,0,1,6,0,0,1,6,1,1
51,BLUECOLLAR,MARRIED,BASIC.9Y,NO,YES,NO,CELLULAR,NOV,WED,2.0,999,1,FAILURE,-0.1,93.2,-42.0,4.12,5195.8,True,1,1,2,2,0,0,7,4,0
27,BLUECOLLAR,SINGLE,HIGH.SCHOOL,NO,YES,NO,CELLULAR,JUL,WED,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,1,2,3,2,0,0,3,4,1
41,BLUECOLLAR,DIVORCED,BASIC.6Y,NO,NO,NO,CELLULAR,JUL,FRI,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,True,1,0,1,0,0,0,3,0,1
40,SELFEMPLOYED,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,AUG,FRI,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,True,6,1,6,0,0,0,1,0,1
28,TECHNICIAN,SINGLE,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,MAY,WED,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.334,5099.1,True,9,2,5,0,0,0,6,4,1
57,BLUECOLLAR,MARRIED,BASIC.4Y,NO,NO,NO,CELLULAR,MAY,TUE,2.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.344,5099.1,True,1,1,0,0,0,0,6,3,0
37,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,TELEPHONE,JUL,MON,5.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,0,1,6,0,0,1,3,1,1
58,HOUSEMAID,MARRIED,BASIC.4Y,NO,NO,NO,CELLULAR,AUG,WED,3.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.967,5228.1,True,3,1,0,0,0,0,1,4,1
34,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,NO,NO,NO,CELLULAR,AUG,MON,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,True,9,1,5,0,0,0,1,1,1
28,TECHNICIAN,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,TELEPHONE,MAY,THU,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,True,9,2,6,2,0,1,6,2,1
57,SELFEMPLOYED,MARRIED,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,JUL,THU,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,True,6,1,6,0,0,0,3,2,1
37,SERVICES,DIVORCED,HIGH.SCHOOL,UNKNOWN,YES,YES,CELLULAR,APR,MON,1.0,999,1,FAILURE,-1.8,93.075,-47.1,1.405,5099.1,True,7,0,3,2,2,0,0,1,0
37,TECHNICIAN,MARRIED,PROFESSIONAL.COURSE,UNKNOWN,YES,NO,TELEPHONE,MAY,FRI,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,True,9,1,5,2,0,1,6,0,1
35,ADMIN,MARRIED,HIGH.SCHOOL,NO,NO,NO,TELEPHONE,MAY,FRI,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,True,0,1,3,0,0,1,6,0,1
42,SERVICES,MARRIED,HIGH.SCHOOL,UNKNOWN,NO,YES,TELEPHONE,JUN,TUE,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,True,7,1,3,0,2,1,4,3,1
30,STUDENT,SINGLE,HIGH.SCHOOL,NO,NO,NO,CELLULAR,MAR,FRI,5.0,10,2,FAILURE,-1.8,92.84299999999999,-50.0,1.64,5099.1,True,8,2,3,0,0,0,5,0,0
25,TECHNICIAN,SINGLE,PROFESSIONAL.COURSE,NO,YES,NO,CELLULAR,NOV,FRI,2.0,19,1,SUCCESS,-1.1,94.76700000000001,-50.8,1.04,4963.6,True,9,2,5,2,0,0,7,0,2
36,ADMIN,MARRIED,UNIVERSITY.DEGREE,NO,NO,YES,TELEPHONE,MAY,THU,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,True,0,1,6,0,2,1,6,2,1
49,BLUECOLLAR,MARRIED,BASIC.9Y,UNKNOWN,NO,NO,TELEPHONE,MAY,FRI,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,True,1,1,2,0,0,1,6,0,1
52,ADMIN,MARRIED,HIGH.SCHOOL,NO,NO,NO,CELLULAR,NOV,FRI,1.0,999,1,FAILURE,-0.1,93.2,-42.0,4.021,5195.8,True,0,1,3,0,0,0,7,0,0
31,SELFEMPLOYED,DIVORCED,UNIVERSITY.DEGREE,NO,UNKNOWN,UNKNOWN,CELLULAR,JUL,THU,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.958,5228.1,True,6,0,6,1,1,0,3,2,1
26,UNEMPLOYED,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,CELLULAR,AUG,THU,1.0,3,3,SUCCESS,-1.7,94.027,-38.3,0.904,4991.6,True,10,2,6,2,0,0,1,2,2
56,ADMIN,MARRIED,HIGH.SCHOOL,NO,NO,NO,TELEPHONE,MAY,TUE,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,True,0,1,3,0,0,1,6,3,1
37,ENTREPRENEUR,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,TELEPHONE,NOV,FRI,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.021,5195.8,True,2,1,6,2,0,1,7,0,1
32,ADMIN,SINGLE,UNIVERSITY.DEGREE,NO,NO,NO,CELLULAR,AUG,TUE,3.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,True,0,2,6,0,0,0,1,3,1
36,BLUECOLLAR,MARRIED,BASIC.9Y,NO,YES,NO,CELLULAR,MAY,WED,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.334,5099.1,True,1,1,2,2,0,0,6,4,1
36,ADMIN,MARRIED,HIGH.SCHOOL,NO,YES,NO,CELLULAR,AUG,FRI,11.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,True,0,1,3,2,0,0,1,0,1
26,BLUECOLLAR,MARRIED,BASIC.9Y,NO,NO,NO,TELEPHONE,JUN,MON,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.865,5228.1,True,1,1,2,0,0,1,4,1,1
48,BLUECOLLAR,MARRIED,BASIC.9Y,NO,NO,NO,CELLULAR,MAY,THU,1.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.266,5099.1,True,1,1,2,0,0,0,6,2,0
57,BLUECOLLAR,MARRIED,BASIC.4Y,UNKNOWN,YES,NO,TELEPHONE,MAY,THU,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,True,1,1,0,2,0,1,6,2,1
45,BLUECOLLAR,MARRIED,BASIC.9Y,NO,YES,NO,CELLULAR,MAR,TUE,1.0,999,0,NONEXISTENT,-1.8,92.84299999999999,-50.0,1.51,5099.1,True,1,1,2,2,0,0,5,3,1
46,TECHNICIAN,MARRIED,UNIVERSITY.DEGREE,NO,YES,NO,TELEPHONE,MAY,FRI,4.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.864,5191.0,True,9,1,6,2,0,1,6,0,1
38,BLUECOLLAR,MARRIED,BASIC.6Y,NO,YES,NO,TELEPHONE,JUN,WED,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,True,1,1,1,2,0,1,4,4,1
24,SELFEMPLOYED,SINGLE,UNIVERSITY.DEGREE,NO,YES,NO,TELEPHONE,JUN,WED,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,True,6,2,6,2,0,1,4,4,1
38,TECHNICIAN,SINGLE,PROFESSIONAL.COURSE,NO,YES,NO,CELLULAR,JUL,TUE,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,True,9,2,5,2,0,0,3,3,1
60,RETIRED,MARRIED,UNIVERSITY.DEGREE,UNKNOWN,YES,NO,TELEPHONE,MAY,TUE,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,True,5,1,6,2,0,1,6,3,1
44,SERVICES,DIVORCED,BASIC.6Y,NO,YES,NO,CELLULAR,AUG,WED,3.0,0,1,SUCCESS,-1.7,94.027,-38.3,0.9,4991.6,True,7,0,1,2,0,0,1,4,2
